,name,album,artist,uri,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
1304,Empieza la Función (feat. Coque Malla),Lo Que Me Dé la Gana,Dani Martín,spotify:track:3zN0bvyKhblM15GnoS42Qx,2020-10-16,128440,51,0.436,0.907,0.458,0.0,0.367,-7.877,0.138,198.008,4
1305,La Mentira (feat. Joaquín Sabina),Lo Que Me Dé la Gana,Dani Martín,spotify:track:6b230QKlluW1wgkexEAjBa,2020-10-16,177240,54,0.626,0.0132,0.796,0.0,0.0733,-2.957,0.141,169.906,4
1306,Portales,Lo Que Me Dé la Gana,Dani Martín,spotify:track:0Wn489VvZ0b5MRm62LMmUM,2020-10-16,225520,58,0.447,0.175,0.519,0.0,0.0872,-4.872,0.0314,76.857,4
1307,Lo Que Me Dé la Gana,Lo Que Me Dé la Gana,Dani Martín,spotify:track:78jD6JCzohCt21a3rc26FB,2020-10-16,184200,51,0.508,0.0609,0.903,0.0,0.146,-4.088,0.358,191.996,4
1308,Cómo Me Gustaría Contarte,Lo Que Me Dé la Gana,Dani Martín,spotify:track:21AH6D2xxBxjduEbZHh7i5,2020-10-16,229946,56,0.582,0.736,0.253,0.0,0.109,-10.095,0.0352,143.89,4
1309,Los Huesos,Lo Que Me Dé la Gana,Dani Martín,spotify:track:4NwT8CQGZbV067Y2vstNVF,2020-10-16,187706,56,0.777,0.0717,0.804,0.0,0.0637,-4.808,0.228,165.912,4
1310,Julia,Lo Que Me Dé la Gana,Dani Martín,spotify:track:334XXKDPMVAZn7gr2RId8i,2020-10-16,269920,52,0.594,0.0491,0.633,1.31e-05,0.0746,-5.067,0.0266,81.036,4
1311,La Jaula (feat. Alejandro Sanz),Lo Que Me Dé la Gana,Dani Martín,spotify:track:1OcngqOgUn5GIBHwFVi3AC,2020-10-16,180113,54,0.798,0.642,0.608,0.0,0.109,-6.594,0.468,91.964,4
1312,Capitán,Lo Que Me Dé la Gana,Dani Martín,spotify:track:2QyIUBEs5xVZZdjb7JFYWM,2020-10-16,269493,51,0.528,0.028,0.646,0.0,0.358,-5.853,0.0338,70.648,4
1313,Avioncito de Papel,Lo Que Me Dé la Gana,Dani Martín,spotify:track:3NotbAoyN09CuKaqWQP48U,2020-10-16,229630,62,0.506,0.888,0.284,8.96e-06,0.101,-8.484,0.035,72.034,4
1314,Se Acaba la Función,Lo Que Me Dé la Gana,Dani Martín,spotify:track:0JcrmBKdjvpKQgGFX2gFZZ,2020-10-16,141813,48,0.59,0.0027,0.95,0.0,0.185,-3.626,0.0949,89.989,4
1315,Baby Driver - Cara B,Lo Que Me Dé la Gana,Dani Martín,spotify:track:1kLZo8qxQyE0O3nEkSQHdf,2020-10-16,227800,49,0.621,0.0502,0.473,7.61e-06,0.101,-6.852,0.0236,137.121,4
1316,La Balanza - Cara B,Lo Que Me Dé la Gana,Dani Martín,spotify:track:2bNzQCRuKTZRgRm18z33VG,2020-10-16,210973,50,0.505,0.706,0.426,0.0,0.149,-8.884,0.0745,65.78,4
1317,Tu Revolución - Cara B,Lo Que Me Dé la Gana,Dani Martín,spotify:track:16Tbg005M5E6FRRQqKS2V7,2020-10-16,246800,49,0.563,0.00104,0.795,1.25e-06,0.168,-5.521,0.03,108.994,4
1318,Enemigos Ocultos,ENOC,Ozuna,spotify:track:3fhOpwaKobrELFjKLcXHgI,2020-09-04,445746,68,0.71,0.22,0.845,0.0,0.416,-3.296,0.222,172.087,4
1319,Caramelo,ENOC,Ozuna,spotify:track:5Jm4w8jmPEBTLjI9vH4fXo,2020-09-04,217240,81,0.735,0.0529,0.791,0.000146,0.145,-4.462,0.0679,168.087,4
1320,No Se Da Cuenta,ENOC,Ozuna,spotify:track:0wkr4KqObqC55h4U9wqwKn,2020-09-04,231733,78,0.811,0.138,0.753,0.0,0.253,-3.95,0.0403,91.98,4
1321,Mala,ENOC,Ozuna,spotify:track:3sNJJNTeeIsvYTnT1Kc7kX,2020-09-04,185200,67,0.83,0.24,0.806,9.58e-05,0.16,-3.357,0.0864,94.007,4
1322,Del Mar,ENOC,Ozuna,spotify:track:5cpJFiNwYyWwFLH0V6B3N8,2020-09-04,214506,83,0.759,0.0224,0.636,0.000143,0.166,-5.585,0.0369,109.976,4
1323,Sincero,ENOC,Ozuna,spotify:track:4UEd4q4IHbj12G58IPNZJz,2020-09-04,195546,66,0.859,0.0552,0.807,0.000644,0.146,-3.801,0.0465,94.021,4
1324,Que Tú Esperas,ENOC,Ozuna,spotify:track:1bkHetU9vnb9Ctwm5gXGOn,2020-09-04,221680,69,0.821,0.328,0.888,1.44e-06,0.189,-3.432,0.0709,92.037,4
1325,Un Get,ENOC,Ozuna,spotify:track:3s7MCkn0lSSSmA3YrAMsjp,2020-09-04,211173,67,0.796,0.211,0.725,9.31e-06,0.259,-5.371,0.198,159.956,4
1326,Una Locura,ENOC,Ozuna,spotify:track:5y7DaS3jAc9eZzcSOoUIwU,2020-09-04,230693,91,0.714,0.139,0.761,0.00035,0.241,-4.596,0.0427,168.022,4
1327,A Escondidas,ENOC,Ozuna,spotify:track:4HVzCG4ntiixZjPwOUFWHu,2020-09-04,200906,65,0.869,0.0343,0.564,1.89e-05,0.0983,-5.48,0.0552,92.006,4
1328,Esto No Acaba,ENOC,Ozuna,spotify:track:26NbqlL85qqnsZxJMT6IpZ,2020-09-04,217066,65,0.772,0.0505,0.793,5.3e-05,0.641,-3.934,0.038,104.986,4
1329,El Reggaetón,ENOC,Ozuna,spotify:track:7ooWSUhPtPPJfBhhLdYjIn,2020-09-04,216960,64,0.863,0.368,0.773,0.00031,0.08,-2.757,0.0576,94.016,4
1330,Despeinada,ENOC,Ozuna,spotify:track:0JAZWvvqttGFm4UMDsPQXC,2020-09-04,224186,88,0.734,0.186,0.775,0.000542,0.123,-3.855,0.0614,166.039,4
1331,Gistro Amarillo,ENOC,Ozuna,spotify:track:5bDNU3Z4OOT2FeMxtbl8Kq,2020-09-04,230880,62,0.79,0.211,0.843,0.0,0.0938,-3.759,0.244,92.023,4
1332,El Oso del Dinero,ENOC,Ozuna,spotify:track:5J9afgAuzZkApFxwB8qkAW,2020-09-04,157066,64,0.727,0.0972,0.848,0.0,0.216,-5.157,0.236,129.95,4
1333,No La Mires,ENOC,Ozuna,spotify:track:4CZtyjaSq1RilbT2b5oQrs,2020-09-04,211333,68,0.711,0.219,0.772,1.1e-05,0.122,-5.08,0.109,173.986,4
1334,Duele Querer,ENOC,Ozuna,spotify:track:5Jynf1ofxdGcXWfkgWZhDc,2020-09-04,120040,62,0.494,0.879,0.334,0.0,0.105,-8.768,0.0395,84.936,4
1335,Caramelo - Remix,ENOC,Ozuna,spotify:track:67jvGGbJmOmVonlyX3mNkV,2020-09-04,233160,78,0.755,0.0605,0.772,9.19e-05,0.223,-4.539,0.154,168.062,4
1336,Del Mar - Solo Version,ENOC,Ozuna,spotify:track:0fy1zbusOeX2ZWbCmsShuc,2020-09-04,206506,64,0.769,0.0142,0.592,1.07e-06,0.102,-5.5,0.0578,110.005,4
1337,Gracias,ENOC,Ozuna,spotify:track:0CCaGohJXrtZaNyPB3xQxz,2020-09-04,161413,61,0.736,0.758,0.42,0.0,0.348,-7.665,0.041,128.956,4
1338,Recuerdos,Recuerdos,TOKE D KEDA,spotify:track:0eVJZ0AZTn06sYuX2xd6Uf,2020-09-01,198787,5,0.832,0.0561,0.586,4.75e-06,0.0916,-8.227,0.131,98.948,4
1339,Qué Chimba,Funketon Hits: Baila y Rebola,Noise Colectivo,spotify:track:6PVVIVmzHeFcqPrUA8FlSH,2020-08-28,169740,21,0.726,0.0112,0.949,0.00193,0.152,-3.416,0.0805,127.999,4
1340,Te Prometo,Funketon Hits: Baila y Rebola,Noise Colectivo,spotify:track:452XPHTm2KlieU9V56iTjA,2020-08-28,161652,8,0.818,0.0887,0.646,0.0,0.0991,-5.325,0.273,174.041,4
1341,Tutu - Remix,Funketon Hits: Baila y Rebola,Noise Colectivo,spotify:track:4UG5UeSIutfWpISbYDYPp9,2020-08-28,164191,16,0.731,0.385,0.763,7.21e-06,0.0753,-3.6,0.0433,154.116,4
1342,Na Frente do Paredão,Funketon Hits: Baila y Rebola,Noise Colectivo,spotify:track:60az4hidUhaLuePn1GMrl7,2020-08-28,134829,7,0.735,0.329,0.795,0.0202,0.105,-5.597,0.0785,175.094,4
1343,MALA SANTA,Funketon Hits: Baila y Rebola,Noise Colectivo,spotify:track:49eZiR52ybpcjHP0gnMkCo,2020-08-28,173834,14,0.851,0.311,0.701,0.000208,0.163,-3.649,0.0396,98.039,4
1344,Carnaval Chegando - Ao Vivo,Funketon Hits: Baila y Rebola,Noise Colectivo,spotify:track:5nUzYzpaegb9xVI2TKyrKL,2020-08-28,135000,6,0.714,0.27,0.863,0.0,0.669,-5.629,0.264,159.949,4
1345,Muévelo,Funketon Hits: Baila y Rebola,Noise Colectivo,spotify:track:5atgglxQ4UM3X6pCSTv3fY,2020-08-28,194892,16,0.594,0.415,0.808,1.39e-05,0.565,-2.409,0.0489,188.09,4
1346,Tudo Ok,Funketon Hits: Baila y Rebola,Noise Colectivo,spotify:track:78lGajPavfF7ZH2apedFJ0,2020-08-28,178500,5,0.814,0.239,0.755,0.0,0.306,-6.164,0.0942,79.976,4
1347,Tak Tiki Tak,Funketon Hits: Baila y Rebola,Noise Colectivo,spotify:track:6VQ0Nwg26O9WELychfmdrj,2020-08-28,212406,10,0.801,0.333,0.579,0.000355,0.172,-4.78,0.0813,99.994,4
1348,Me Solta,Funketon Hits: Baila y Rebola,Noise Colectivo,spotify:track:5JkTNWbBA25uy5MJuMrG01,2020-08-28,161096,5,0.66,0.191,0.958,0.0,0.125,-5.406,0.239,144.64,4
1349,La Tóxica,Funketon Hits: Baila y Rebola,Noise Colectivo,spotify:track:3cyS4LwKosuo9xVzVvBuG4,2020-08-28,180520,33,0.659,0.0882,0.701,0.0,0.0866,-4.107,0.164,91.97,4
1350,BALANÇA (feat. Pedro Sampaio),Funketon Hits: Baila y Rebola,Noise Colectivo,spotify:track:2uShJG1SL8N0BecoTRx26g,2020-08-28,126378,7,0.696,0.0601,0.716,0.00013,0.242,-4.854,0.0958,145.97,4
1351,Goteo,Funketon Hits: Baila y Rebola,Noise Colectivo,spotify:track:2TSKiGLeAIAsqoLYB4sTqJ,2020-08-28,159132,10,0.876,0.411,0.568,0.00274,0.187,-5.755,0.0533,98.027,4
1352,Corazón (feat. Nego do Borel),Funketon Hits: Baila y Rebola,Noise Colectivo,spotify:track:44zTKnjIXKAli8dkSIimSM,2020-08-28,184066,12,0.87,0.283,0.769,2.39e-05,0.162,-5.401,0.12,98.989,4
1353,Enemigos Ocultos,ENOC,Ozuna,spotify:track:3fhOpwaKobrELFjKLcXHgI,2020-09-04,445746,68,0.71,0.22,0.845,0.0,0.416,-3.296,0.222,172.087,4
1354,Caramelo,ENOC,Ozuna,spotify:track:5Jm4w8jmPEBTLjI9vH4fXo,2020-09-04,217240,81,0.735,0.0529,0.791,0.000146,0.145,-4.462,0.0679,168.087,4
1355,No Se Da Cuenta,ENOC,Ozuna,spotify:track:0wkr4KqObqC55h4U9wqwKn,2020-09-04,231733,78,0.811,0.138,0.753,0.0,0.253,-3.95,0.0403,91.98,4
1356,Mala,ENOC,Ozuna,spotify:track:3sNJJNTeeIsvYTnT1Kc7kX,2020-09-04,185200,67,0.83,0.24,0.806,9.58e-05,0.16,-3.357,0.0864,94.007,4
1357,Del Mar,ENOC,Ozuna,spotify:track:5cpJFiNwYyWwFLH0V6B3N8,2020-09-04,214506,83,0.759,0.0224,0.636,0.000143,0.166,-5.585,0.0369,109.976,4
1358,Sincero,ENOC,Ozuna,spotify:track:4UEd4q4IHbj12G58IPNZJz,2020-09-04,195546,66,0.859,0.0552,0.807,0.000644,0.146,-3.801,0.0465,94.021,4
1359,Que Tú Esperas,ENOC,Ozuna,spotify:track:1bkHetU9vnb9Ctwm5gXGOn,2020-09-04,221680,69,0.821,0.328,0.888,1.44e-06,0.189,-3.432,0.0709,92.037,4
1360,Un Get,ENOC,Ozuna,spotify:track:3s7MCkn0lSSSmA3YrAMsjp,2020-09-04,211173,67,0.796,0.211,0.725,9.31e-06,0.259,-5.371,0.198,159.956,4
1361,Una Locura,ENOC,Ozuna,spotify:track:5y7DaS3jAc9eZzcSOoUIwU,2020-09-04,230693,91,0.714,0.139,0.761,0.00035,0.241,-4.596,0.0427,168.022,4
1362,A Escondidas,ENOC,Ozuna,spotify:track:4HVzCG4ntiixZjPwOUFWHu,2020-09-04,200906,65,0.869,0.0343,0.564,1.89e-05,0.0983,-5.48,0.0552,92.006,4
1363,Esto No Acaba,ENOC,Ozuna,spotify:track:26NbqlL85qqnsZxJMT6IpZ,2020-09-04,217066,65,0.772,0.0505,0.793,5.3e-05,0.641,-3.934,0.038,104.986,4
1364,El Reggaetón,ENOC,Ozuna,spotify:track:7ooWSUhPtPPJfBhhLdYjIn,2020-09-04,216960,64,0.863,0.368,0.773,0.00031,0.08,-2.757,0.0576,94.016,4
1365,Despeinada,ENOC,Ozuna,spotify:track:0JAZWvvqttGFm4UMDsPQXC,2020-09-04,224186,88,0.734,0.186,0.775,0.000542,0.123,-3.855,0.0614,166.039,4
1366,Gistro Amarillo,ENOC,Ozuna,spotify:track:5bDNU3Z4OOT2FeMxtbl8Kq,2020-09-04,230880,62,0.79,0.211,0.843,0.0,0.0938,-3.759,0.244,92.023,4
1367,El Oso del Dinero,ENOC,Ozuna,spotify:track:5J9afgAuzZkApFxwB8qkAW,2020-09-04,157066,64,0.727,0.0972,0.848,0.0,0.216,-5.157,0.236,129.95,4
1368,No La Mires,ENOC,Ozuna,spotify:track:4CZtyjaSq1RilbT2b5oQrs,2020-09-04,211333,68,0.711,0.219,0.772,1.1e-05,0.122,-5.08,0.109,173.986,4
1369,Duele Querer,ENOC,Ozuna,spotify:track:5Jynf1ofxdGcXWfkgWZhDc,2020-09-04,120040,62,0.494,0.879,0.334,0.0,0.105,-8.768,0.0395,84.936,4
1370,Caramelo - Remix,ENOC,Ozuna,spotify:track:67jvGGbJmOmVonlyX3mNkV,2020-09-04,233160,78,0.755,0.0605,0.772,9.19e-05,0.223,-4.539,0.154,168.062,4
1371,Del Mar - Solo Version,ENOC,Ozuna,spotify:track:0fy1zbusOeX2ZWbCmsShuc,2020-09-04,206506,64,0.769,0.0142,0.592,1.07e-06,0.102,-5.5,0.0578,110.005,4
1372,Gracias,ENOC,Ozuna,spotify:track:0CCaGohJXrtZaNyPB3xQxz,2020-09-04,161413,61,0.736,0.758,0.42,0.0,0.348,-7.665,0.041,128.956,4
1373,Nibiru,Nibiru,Ozuna,spotify:track:7G49xPDPewxbSDkqEGM61W,2019-11-29,158826,50,0.814,0.081,0.566,2.31e-05,0.106,-6.386,0.344,173.023,4
1374,Hasta Que Salga el Sol,Nibiru,Ozuna,spotify:track:0dDboLfmRNsTBscy4j3Rnl,2019-11-29,188480,67,0.826,0.0201,0.816,0.000939,0.127,-4.608,0.0683,96.042,4
1375,Temporal,Nibiru,Ozuna,spotify:track:2sGcLL6UBHSRCm3kiKH9zI,2019-11-29,238293,55,0.697,0.227,0.593,0.0,0.11,-6.356,0.194,148.019,4
1376,Fantasía,Nibiru,Ozuna,spotify:track:40rXWke6SnXiGkSmaT8ZUr,2019-11-29,175186,66,0.695,0.227,0.719,0.000171,0.0884,-5.938,0.0903,180.074,4
1377,Yo Tengo una Gata,Nibiru,Ozuna,spotify:track:2z1ACAitQVTvo1ynh7EtAd,2019-11-29,184733,52,0.77,0.0465,0.632,0.00937,0.175,-4.77,0.227,184.073,4
1378,Fuego,Nibiru,Ozuna,spotify:track:2x6WhnhzmKMbG1oO5fIW5G,2019-11-29,191466,50,0.844,0.139,0.618,0.000309,0.148,-5.133,0.0685,91.017,4
1379,Eres Top,Nibiru,Ozuna,spotify:track:0iQmZXv7e8EHcmJmHpZX3o,2019-11-29,204853,58,0.823,0.0105,0.622,2.69e-06,0.0453,-5.706,0.0491,100.022,4
1380,Pégate,Nibiru,Ozuna,spotify:track:6PryILJKabmONTueyiXjZH,2019-11-29,198626,45,0.868,0.0389,0.704,1.7e-05,0.126,-5.703,0.0774,92.004,4
1381,Patek,Nibiru,Ozuna,spotify:track:2f237byd0A2w0fLlnVDOV4,2019-11-29,249733,56,0.839,0.418,0.554,0.0,0.0923,-6.124,0.181,139.952,4
1382,Difícil Olvidar,Nibiru,Ozuna,spotify:track:47SaXUduy5eRBOQNG80a0d,2019-11-29,211533,49,0.794,0.181,0.624,0.00932,0.17,-6.252,0.0678,93.019,4
1383,Sin Pensar,Nibiru,Ozuna,spotify:track:5UTB9A5HGpryxqB5LGQB3z,2019-11-29,249893,47,0.861,0.0911,0.628,0.0,0.0754,-7.597,0.0618,146.006,4
1384,Independiente,Nibiru,Ozuna,spotify:track:5O1mMmRBq1N0BLZQaJrqyY,2019-11-29,175360,46,0.779,0.163,0.634,1.8e-05,0.163,-5.689,0.193,180.16,4
1385,Reggaeton en Paris,Nibiru,Ozuna,spotify:track:2FK1agZzZzTyxV2CD7ixcP,2019-11-29,241880,52,0.752,0.136,0.708,7.63e-05,0.114,-6.129,0.0407,98.023,4
1386,Te Soñé de Nuevo,Nibiru,Ozuna,spotify:track:4oPnxZzoc8HM5Pva4FDeIp,2019-11-29,198186,67,0.851,0.0913,0.585,0.0,0.0742,-5.789,0.105,84.0,4
1387,Danzau,Nibiru,Ozuna,spotify:track:3ru7MVVWr45jAKmjoB7OBx,2019-11-29,161773,45,0.825,0.0973,0.721,0.000208,0.118,-7.372,0.209,92.033,4
1388,Amor Genuino,Nibiru,Ozuna,spotify:track:3xEozpt8pAptvpH69iJhOw,2019-11-29,178160,66,0.434,0.786,0.314,0.0,0.163,-7.78,0.0577,175.077,4
1389,Baila Baila Baila,Nibiru,Ozuna,spotify:track:5PXsZaT8cOxb4mXrA20PMQ,2019-11-29,158760,73,0.837,0.0588,0.626,0.0,0.252,-5.674,0.152,99.987,4
1390,Qué Pena,Nibiru,Ozuna,spotify:track:3GX1PNllZw8BGuZpdv2wK9,2019-11-29,152480,45,0.563,0.526,0.507,0.0,0.0849,-7.419,0.0626,174.17,4
1391,Aura,Aura,Ozuna,spotify:track:1AVu7Kc2MRrLfOG1RCEf07,2018-08-24,187653,61,0.527,0.947,0.486,1.28e-06,0.119,-5.267,0.0508,107.906,4
1392,Me Dijeron,Aura,Ozuna,spotify:track:17UUYZ290omPaJY4wKeyHh,2018-08-24,170133,61,0.8,0.0273,0.841,0.0,0.291,-2.817,0.0524,94.023,4
1393,Vaina Loca,Aura,Ozuna,spotify:track:48zFZh27QU5qsrBjn4C2FA,2018-08-24,176133,74,0.754,0.315,0.805,0.0,0.203,-4.249,0.0752,93.982,4
1394,Devuelveme,Aura,Ozuna,spotify:track:5uvucCRBTkxv7VxIDLOqe7,2018-08-24,188906,67,0.744,0.554,0.769,6.96e-06,0.102,-4.112,0.156,175.999,4
1395,Quiero Mas,Aura,Ozuna,spotify:track:1aYcpI8hXtpAEdBq8fp1pH,2018-08-24,244293,61,0.768,0.0256,0.821,3.17e-06,0.165,-4.7,0.0437,94.011,4
1396,Tu Olor,Aura,Ozuna,spotify:track:48aHJHJyNBcuYIFGMrT5cQ,2018-08-24,193893,57,0.882,0.194,0.802,1.62e-06,0.0737,-4.298,0.048,97.019,4
1397,Ibiza,Aura,Ozuna,spotify:track:1h9P5WJwyvK8OB7O2YiXgp,2018-08-24,200746,69,0.69,0.25,0.71,0.0,0.108,-5.144,0.335,192.068,4
1398,Escape,Aura,Ozuna,spotify:track:1PPHqTL7IpYToKeIuA5pi9,2018-08-24,190400,49,0.742,0.0544,0.834,8.57e-05,0.481,-4.49,0.0613,171.986,4
1399,Pasado y Presente,Aura,Ozuna,spotify:track:6NPjHwhEG7eQUQBoPFBrnz,2018-08-24,221386,58,0.882,0.129,0.695,0.00109,0.0906,-2.866,0.0535,127.988,4
1400,Aunque Me Porte Mal,Aura,Ozuna,spotify:track:1wxjIhZIcFq3Rrk0zsxHp8,2018-08-24,201226,49,0.82,0.102,0.723,0.0,0.0976,-3.611,0.0608,95.988,4
1401,Sigueme los Pasos,Aura,Ozuna,spotify:track:3RTmnQQNya9v6ZKPoCIp2E,2018-08-24,246000,59,0.75,0.137,0.816,0.0,0.0865,-4.575,0.0653,166.059,4
1402,Hola,Aura,Ozuna,spotify:track:2taX5z5ZLyCBxkP504Nqmu,2018-08-24,168480,49,0.801,0.55,0.786,1.08e-05,0.156,-4.422,0.0426,92.984,4
1403,Coméntale,Aura,Ozuna,spotify:track:7oCGD6Ccuw8JmYWw6IrI8z,2018-08-24,214693,61,0.844,0.548,0.674,6.8e-05,0.0978,-4.308,0.106,103.001,4
1404,Unica,Aura,Ozuna,spotify:track:33b2wX9d0kxqxhi7lcsC1A,2018-08-24,218386,67,0.653,0.212,0.859,0.0,0.111,-3.048,0.0449,174.038,4
1405,Haciéndolo,Aura,Ozuna,spotify:track:1QAdhn27qnsVDFc7ZZZ0Ag,2018-08-24,232506,58,0.648,0.0574,0.804,1.7e-05,0.376,-4.189,0.0482,180.055,4
1406,La Modelo,Aura,Ozuna,spotify:track:2SbzdGpOKlH3HIAGTWTbwU,2018-08-24,255506,69,0.574,0.241,0.734,0.00806,0.0962,-2.697,0.0728,98.023,4
1407,Supuestamente,Aura,Ozuna,spotify:track:1ZBU5DSoYQwaZVgep6pfn2,2018-08-24,198586,61,0.746,0.235,0.682,0.0,0.0911,-4.426,0.0705,173.903,4
1408,Monotonia,Aura,Ozuna,spotify:track:3B16FHKVkW9A7axdeJRDIa,2018-08-24,175226,49,0.594,0.686,0.577,0.0,0.307,-4.96,0.0457,76.215,4
1409,Unica - Remix,Aura,Ozuna,spotify:track:5Sv1rKKMX1yl9kfJ2HTluk,2018-08-24,216293,61,0.637,0.121,0.868,0.0,0.533,-3.19,0.0571,174.105,4
1410,Besos Mojados,Aura,Ozuna,spotify:track:65Ml8XHXAP9yW1TUYgc3Lo,2018-08-24,191840,48,0.676,0.0718,0.845,5.09e-06,0.127,-4.555,0.0654,179.943,4
1411,Odisea,Odisea,Ozuna,spotify:track:31ymlaZzsadVgBae5oMguM,2017-08-25,189773,53,0.661,0.556,0.659,3.03e-05,0.11,-6.233,0.133,98.87,4
1412,Tú Foto,Odisea,Ozuna,spotify:track:5zSOVwaY3sVjnmLhuEfsuf,2017-08-25,193226,70,0.748,0.164,0.565,0.00169,0.103,-5.895,0.0476,175.92,4
1413,Se Preparó,Odisea,Ozuna,spotify:track:1m69ELEgE6k5ZWsap40ozt,2017-08-25,188080,73,0.739,0.222,0.821,9.6e-06,0.311,-4.233,0.0852,171.077,4
1414,Cumpleaños,Odisea,Ozuna,spotify:track:6La6oWlGposkrgvLjjRJju,2017-08-25,219000,58,0.664,0.0889,0.748,0.0,0.0899,-3.718,0.0628,170.107,4
1415,Dile Que Tu Me Quieres,Odisea,Ozuna,spotify:track:5u5MvmVtitax9R1Mxh3reC,2017-08-25,226520,72,0.773,0.0864,0.757,3.73e-06,0.0727,-4.959,0.0526,88.006,4
1416,Egoísta,Odisea,Ozuna,spotify:track:4X3CV9rXo3hQrkb0fzRAux,2017-08-25,247973,62,0.666,0.152,0.784,3.33e-06,0.0793,-4.524,0.0342,91.999,4
1417,Una Flor,Odisea,Ozuna,spotify:track:1N9VY22tQUnD84bNWUsyKe,2017-08-25,206480,56,0.69,0.736,0.402,0.0,0.112,-7.973,0.116,96.89,4
1418,Quiero Repetir,Odisea,Ozuna,spotify:track:0MIcPSq9n2z5H8TAfEstri,2017-08-25,200986,68,0.608,0.103,0.753,0.0,0.0996,-4.748,0.368,97.626,4
1419,Noches de Aventura,Odisea,Ozuna,spotify:track:4iDaYVSL0zwFLacCt0F7h9,2017-08-25,236706,62,0.763,0.218,0.753,0.0,0.0691,-4.554,0.152,183.938,4
1420,Pide Lo Que Tú Quieras,Odisea,Ozuna,spotify:track:7IteHlPcwD5mzvkXZmimLI,2017-08-25,236973,49,0.727,0.355,0.78,0.0,0.123,-5.457,0.0629,141.996,4
1421,Síguelo Bailando,Odisea,Ozuna,spotify:track:5Y9fnynLlIvqtM710MHzfz,2017-08-25,226800,70,0.855,0.165,0.664,3.97e-05,0.0937,-7.11,0.0607,98.015,4
1422,Bebé,Odisea,Ozuna,spotify:track:0ulsRBiciReng91DhfVT9D,2017-08-25,230320,63,0.72,0.579,0.82,0.000171,0.18,-5.821,0.113,169.758,4
1423,El Farsante,Odisea,Ozuna,spotify:track:5EId1m4DNwTf3at31w8bPJ,2017-08-25,233826,77,0.735,0.2,0.703,0.0,0.259,-4.249,0.0611,120.007,4
1424,No Quiere Enamorarse,Odisea,Ozuna,spotify:track:0blbSxZHy1pPxAB2ZZLx9E,2017-08-25,213160,56,0.711,0.22,0.728,1.04e-06,0.316,-4.565,0.0574,81.935,4
1425,Carita de Angel,Odisea,Ozuna,spotify:track:2wotylLBtyH2phGNhVhmUv,2017-08-25,201546,56,0.721,0.466,0.597,0.0,0.11,-6.467,0.0403,92.987,4
1426,Si No Te Quiere,Odisea,Ozuna,spotify:track:5BHd0eLqg3c58QwyohoYga,2017-08-25,226106,57,0.75,0.0149,0.834,1.51e-06,0.171,-3.722,0.0342,92.019,4
1427,Illuminati - Remix,Illuminati (Remix),Kiddtetoon,spotify:track:6fGyrAxqgdvhzcOKlMQq5s,2020-11-05,290666,45,0.892,0.06,0.531,0.0,0.0996,-8.311,0.182,89.995,4
1428,No Drama,No Drama,Becky G,spotify:track:5Jq958VQwRyQFujau4TMKD,2020-10-29,204827,74,0.708,0.166,0.815,0.0,0.523,-4.164,0.0692,174.024,4
1429,Hey Shorty - Remix,Hey Shorty (Remix),Chris Andrew,spotify:track:7CkEK2UfXFs2862cmVwoYl,2020-09-18,241293,68,0.801,0.245,0.801,7.65e-05,0.11,-3.899,0.0511,92.025,4
1430,Despeinada,Despeinada,Ozuna,spotify:track:71cbRI2v81hE6TkKSQOwik,2020-09-03,224186,82,0.727,0.173,0.78,0.000995,0.131,-3.807,0.0634,166.02,4
1431,Enemigos Ocultos,Enemigos Ocultos,Ozuna,spotify:track:4DAuAtmSJEYoCDR3xpeliX,2020-09-01,445746,73,0.71,0.22,0.845,0.0,0.416,-3.296,0.222,172.087,4
1432,Caramelo - Remix,Caramelo (Remix),Ozuna,spotify:track:2uu2aGqA2UblCg581Q7l1g,2020-08-17,233160,83,0.754,0.062,0.796,8.6e-05,0.204,-3.743,0.139,168.045,4
1433,Drogba (Joanna) - Global Latin Version,Drogba (Joanna) [Global Latin Version],Afro B,spotify:track:6P1lijcRsH94klfkw7zEUj,2020-07-24,197214,60,0.91,0.0245,0.711,1.03e-06,0.0829,-5.589,0.0564,108.045,4
1434,Gistro Amarillo,Gistro Amarillo,Ozuna,spotify:track:4Vpwf76uBHswSRhhpg0llh,2020-07-23,230876,67,0.798,0.214,0.846,0.0,0.0906,-3.761,0.178,92.064,4
1435,Más De Ti,Más De Ti,"Gotay ""El Autentiko""",spotify:track:6qupqtadthQ2OtL376blXp,2020-07-17,257506,59,0.758,0.0714,0.8,0.0,0.407,-3.245,0.0382,94.043,4
1436,A Correr los Lakers (Remix),A Correr los Lakers (Remix),El Alfa,spotify:track:29KkQi7wKF6IdOjwU8infb,2020-07-03,347264,70,0.753,0.106,0.691,9.06e-05,0.172,-3.666,0.0661,161.956,4
1437,Mi Niña,Mi Niña,Ozuna,spotify:track:2UO9EmjBqFD6cxzlsv6z2v,2020-06-18,209826,70,0.679,0.18,0.706,0.0,0.0784,-4.853,0.0836,170.047,4
