,name,album,artist,uri,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,cluster
6203,"Genius (feat. Sia, Diplo, and Labrinth)","LABRINTH, SIA & DIPLO PRESENT... LSD",Sia,spotify:track:4xigPf2sigSPmuFH3qCelB,2019-04-12,213706,75,0.603,0.0799,0.615,6.720000000000001e-05,0.11699999999999999,-4.931,0.165,158.657,4,2
6204,"Audio (feat. Sia, Diplo, and Labrinth)","LABRINTH, SIA & DIPLO PRESENT... LSD",Sia,spotify:track:100eDEmpWV5YGVCqHI0leU,2019-04-12,204093,69,0.568,0.209,0.701,1.06e-06,0.0769,-4.566,0.0426,89.969,4,1
6205,"Thunderclouds (feat. Sia, Diplo, and Labrinth)","LABRINTH, SIA & DIPLO PRESENT... LSD",Sia,spotify:track:4lJNen4SMTIJMahALc3DcB,2019-04-12,187026,75,0.69,0.0077,0.7140000000000001,7.23e-05,0.191,-5.9479999999999995,0.0338,112.009,4,1
6206,"Mountains (feat. Sia, Diplo, and Labrinth)","LABRINTH, SIA & DIPLO PRESENT... LSD",Sia,spotify:track:0HCDvbGNsigLpkzCDwpKVr,2019-04-12,194733,58,0.625,0.39,0.601,0.0348,0.0894,-7.766,0.0285,85.96700000000001,4,1
6207,"No New Friends (feat. Sia, Diplo, and Labrinth)","LABRINTH, SIA & DIPLO PRESENT... LSD",Sia,spotify:track:6Dma0t0hOe6Bd6u5YRKF3n,2019-04-12,175826,65,0.725,0.0632,0.703,0.000251,0.14,-4.641,0.0466,106.03200000000001,4,1
6208,"Heaven Can Wait (feat. Sia, Diplo, and Labrinth)","LABRINTH, SIA & DIPLO PRESENT... LSD",Sia,spotify:track:2VDTgXwf3F6kcpX4HI0BKy,2019-04-12,195746,58,0.585,0.034,0.525,2.6000000000000002e-05,0.139,-5.915,0.0817,167.81099999999998,3,2
6209,"It's Time (feat. Sia, Diplo, and Labrinth)","LABRINTH, SIA & DIPLO PRESENT... LSD",Sia,spotify:track:3j4lctlzJqDLNZjTLmc9CV,2019-04-12,209706,54,0.39799999999999996,0.934,0.245,0.0,0.134,-9.215,0.0351,87.079,4,0
6210,"Genius (feat. Sia, Diplo, and Labrinth) - Lil Wayne Remix","LABRINTH, SIA & DIPLO PRESENT... LSD",Sia,spotify:track:4TlbZgqxhJ6uN3tpVyjw90,2019-04-12,162960,59,0.655,0.0147,0.764,8.88e-05,0.0511,-3.3810000000000002,0.193,159.017,4,2
6211,Santa's Coming for Us,Everyday Is Christmas (Deluxe Edition),Sia,spotify:track:1N1ZpYUJc9fwrqk53FGgWv,2018-11-01,205266,64,0.547,0.0215,0.8140000000000001,0.0,0.0475,-6.191,0.12,92.986,4,1
6212,Candy Cane Lane,Everyday Is Christmas (Deluxe Edition),Sia,spotify:track:4KevTcBXEIYxXVyPE78XXm,2018-11-01,212386,56,0.589,0.00366,0.91,4.8700000000000005e-05,0.0843,-4.206,0.0623,130.017,4,1
6213,Snowman,Everyday Is Christmas (Deluxe Edition),Sia,spotify:track:7uoFMmxln0GPXQ0AcCBXRq,2018-11-01,165906,71,0.716,0.483,0.512,0.0,0.0928,-6.257000000000001,0.0331,104.95700000000001,3,0
6214,Snowflake,Everyday Is Christmas (Deluxe Edition),Sia,spotify:track:0DbGG3nbq1R3TNLkKTx6aZ,2018-11-01,242866,52,0.586,0.43799999999999994,0.359,0.0,0.0988,-8.552999999999999,0.0298,134.351,4,0
6215,Ho Ho Ho,Everyday Is Christmas (Deluxe Edition),Sia,spotify:track:22Vt9E25fsRcQdcUjNTUQr,2018-11-01,205626,55,0.716,0.0338,0.742,0.0,0.105,-5.103,0.0407,129.014,4,1
6216,Puppies Are Forever,Everyday Is Christmas (Deluxe Edition),Sia,spotify:track:5Uj1LL6HaSFYlfyC6o42ZC,2018-11-01,223360,50,0.462,0.0241,0.9440000000000001,0.0,0.134,-3.588,0.141,169.926,4,2
6217,Sunshine,Everyday Is Christmas (Deluxe Edition),Sia,spotify:track:0ApkFFU362NocXTexqWPYn,2018-11-01,205986,50,0.35700000000000004,0.0881,0.831,0.0,0.0629,-3.99,0.0586,137.864,5,2
6218,Underneath the Mistletoe,Everyday Is Christmas (Deluxe Edition),Sia,spotify:track:6HFKeEGEJGI0rIyg2r0iLo,2018-11-01,230186,53,0.601,0.0134,0.688,0.0,0.115,-5.51,0.0322,123.945,4,1
6219,Everyday Is Christmas,Everyday Is Christmas (Deluxe Edition),Sia,spotify:track:30DnQCN64v8xBpGZpLgb6l,2018-11-01,203666,52,0.5529999999999999,0.039,0.512,6.3e-06,0.10300000000000001,-6.216,0.0285,148.07399999999998,3,2
6220,Underneath the Christmas Lights,Everyday Is Christmas (Deluxe Edition),Sia,spotify:track:1KuPjp2SyimuFq2Hh62Tym,2018-11-01,216573,49,0.36200000000000004,0.981,0.17300000000000001,2.9199999999999998e-05,0.105,-9.902000000000001,0.0377,115.34700000000001,4,0
6221,Round and Round,Everyday Is Christmas (Deluxe Edition),Sia,spotify:track:7nMwW8hKct1yCCOpaNmMaY,2018-11-01,149400,46,0.7909999999999999,0.0499,0.91,0.00419,0.0703,-3.105,0.0752,119.947,4,1
6222,Sing for My Life,Everyday Is Christmas (Deluxe Edition),Sia,spotify:track:3msZWSvVMIybnhN29nK2KM,2018-11-01,224506,46,0.5539999999999999,0.552,0.484,1.21e-06,0.159,-5.3870000000000005,0.0289,124.149,4,0
6223,My Old Santa Claus,Everyday Is Christmas (Deluxe Edition),Sia,spotify:track:3lhTIJepO4zHFK7sllezGz,2018-11-01,204386,46,0.621,0.0168,0.885,0.0,0.0702,-4.124,0.154,122.0,4,1
6224,Bird Set Free,This Is Acting (Deluxe Version),Sia,spotify:track:6MowG7MRVgPfGlCMsXKMJ2,2016-10-21,252440,66,0.43799999999999994,0.0115,0.805,0.000667,0.133,-4.284,0.0728,150.174,4,2
6225,Alive,This Is Acting (Deluxe Version),Sia,spotify:track:25R5Tdr4K7ENb6umHzdCXn,2016-10-21,263520,63,0.508,0.254,0.762,0.000122,0.10800000000000001,-4.217,0.0489,99.963,4,1
6226,One Million Bullets,This Is Acting (Deluxe Version),Sia,spotify:track:1CGFyZ5fSRo0DhIJOLdHVM,2016-10-21,252066,50,0.365,0.102,0.7170000000000001,0.0,0.467,-4.113,0.0521,171.827,4,2
6227,Move Your Body,This Is Acting (Deluxe Version),Sia,spotify:track:73Mfgc0HTZeNCoNrDI46sJ,2016-10-21,247213,59,0.617,0.00117,0.8420000000000001,0.261,0.131,-4.062,0.034,127.955,4,1
6228,Unstoppable,This Is Acting (Deluxe Version),Sia,spotify:track:1yvMUkIOTeUNtNWlWRgANS,2016-10-21,217746,71,0.46799999999999997,0.11199999999999999,0.779,0.000373,0.10099999999999999,-4.8389999999999995,0.0779,173.799,4,2
6229,Cheap Thrills,This Is Acting (Deluxe Version),Sia,spotify:track:3S4px9f4lceWdKf0gWciFu,2016-10-21,211666,71,0.628,0.0472,0.698,0.00143,0.0907,-5.608,0.105,89.976,4,1
6230,Reaper,This Is Acting (Deluxe Version),Sia,spotify:track:4Vw3UGCAUQetVTmNdh6W5d,2016-10-21,219773,53,0.5670000000000001,0.0355,0.773,0.00011,0.0901,-3.344,0.0451,82.947,4,1
6231,House On Fire,This Is Acting (Deluxe Version),Sia,spotify:track:2dMmMkZ7SEqFbzTJx4DijY,2016-10-21,241120,54,0.523,0.000425,0.782,0.106,0.135,-6.01,0.054000000000000006,179.967,4,2
6232,Footprints,This Is Acting (Deluxe Version),Sia,spotify:track:7LNAzNyUgpZklrVCVwg70i,2016-10-21,193133,49,0.557,0.027000000000000003,0.759,0.0006259999999999999,0.318,-4.986000000000001,0.0346,92.986,4,1
6233,Sweet Design,This Is Acting (Deluxe Version),Sia,spotify:track:4YUfY5mexUui2Lo9y5agMf,2016-10-21,145600,45,0.779,0.0236,0.934,0.0177,0.271,-2.0269999999999997,0.18899999999999997,103.98200000000001,4,1
6234,Broken Glass,This Is Acting (Deluxe Version),Sia,spotify:track:22iKiimk9wEJWdHlKdtFsA,2016-10-21,264986,50,0.406,0.0128,0.917,0.0571,0.12,-2.812,0.0662,154.033,4,2
6235,Space Between,This Is Acting (Deluxe Version),Sia,spotify:track:3Wmti6IwvJ2aKeTm9YrZO7,2016-10-21,287773,47,0.23800000000000002,0.6759999999999999,0.501,0.0011099999999999999,0.096,-7.147,0.0359,101.479,5,0
6236,Cheap Thrills (feat. Sean Paul),This Is Acting (Deluxe Version),Sia,spotify:track:2ONIJ40u0Attbm3miIIpNO,2016-10-21,224493,60,0.5920000000000001,0.0599,0.7879999999999999,2.54e-06,0.125,-4.9239999999999995,0.201,89.949,4,1
6237,The Greatest (feat. Kendrick Lamar),This Is Acting (Deluxe Version),Sia,spotify:track:7xHWNBFm6ObGEQPaUxHuKO,2016-10-21,210226,72,0.6679999999999999,0.0102,0.725,0.000479,0.0561,-6.127000000000001,0.266,191.94400000000002,4,2
6238,Confetti,This Is Acting (Deluxe Version),Sia,spotify:track:3kikZxz3Sg6lwG72ZLssIL,2016-10-21,246173,50,0.408,0.26899999999999996,0.711,4.41e-06,0.111,-3.455,0.0462,80.389,4,1
6239,Move Your Body - Alan Walker Remix,This Is Acting (Deluxe Version),Sia,spotify:track:6LUOMjoORvAkdhBYvESO46,2016-10-21,217906,66,0.636,0.0834,0.789,0.0008960000000000001,0.391,-4.905,0.0892,128.028,4,1
6240,Midnight Decisions,This Is Acting (Deluxe Version),Sia,spotify:track:5rVElqSBdfsDALQfc7z2ZQ,2016-10-21,222973,48,0.591,0.0673,0.6579999999999999,7.03e-05,0.21100000000000002,-4.492,0.0299,112.36,4,1
6241,Jesus Wept,This Is Acting (Deluxe Version),Sia,spotify:track:5DET60fn3RK36r6qc934tb,2016-10-21,329373,44,0.282,0.8540000000000001,0.28300000000000003,0.0608,0.23199999999999998,-8.866,0.0316,112.366,4,0
6242,The Greatest,This Is Acting (Deluxe Version),Sia,spotify:track:6bLopGnirdrilrpdVB6Um1,2016-10-21,210920,66,0.639,0.0174,0.785,0.00107,0.0512,-6.167000000000001,0.174,191.95,4,2
6243,Bird Set Free,This Is Acting (Deluxe Edition),Sia,spotify:track:46GMrHjkLTHXad0dsXdvxt,2016-10-21,252440,21,0.441,0.0115,0.804,0.000759,0.132,-4.287,0.0749,150.107,4,2
6244,Alive,This Is Acting (Deluxe Edition),Sia,spotify:track:60TDutfrrl4D6ChOzpWZY2,2016-10-21,263520,23,0.513,0.263,0.763,0.000123,0.111,-4.212,0.0465,99.946,4,1
6245,One Million Bullets,This Is Acting (Deluxe Edition),Sia,spotify:track:63PnOgw93p8JwJ6kTp6Z9p,2016-10-21,252066,13,0.364,0.0951,0.7170000000000001,0.0,0.504,-4.118,0.0519,171.817,4,2
6246,Move Your Body,This Is Acting (Deluxe Edition),Sia,spotify:track:4JgfUxkUkhLyloyvUF5sAc,2016-10-21,247213,18,0.618,0.00121,0.838,0.20600000000000002,0.13,-4.093999999999999,0.0341,127.96799999999999,4,1
6247,Unstoppable,This Is Acting (Deluxe Edition),Sia,spotify:track:442KtOpkcj7jlUCUDWE6Fz,2016-10-21,217746,21,0.47,0.114,0.777,0.000273,0.10099999999999999,-4.84,0.0783,173.798,4,2
6248,Cheap Thrills,This Is Acting (Deluxe Edition),Sia,spotify:track:2wywD6znXTcUSq3kEkVhzK,2016-10-21,211666,20,0.5429999999999999,0.0451,0.6940000000000001,0.00114,0.0907,-5.614,0.141,179.981,4,2
6249,Reaper,This Is Acting (Deluxe Edition),Sia,spotify:track:4b2Alu9FJzvXnqis48FjvL,2016-10-21,219773,16,0.557,0.0354,0.773,0.00011200000000000001,0.09,-3.345,0.0478,82.91799999999999,4,1
6250,House On Fire,This Is Acting (Deluxe Edition),Sia,spotify:track:4AfdC9mYV9z1IfTPu0TGUT,2016-10-21,241120,15,0.524,0.000429,0.7859999999999999,0.11599999999999999,0.135,-6.006,0.0547,179.97799999999998,4,2
6251,Footprints,This Is Acting (Deluxe Edition),Sia,spotify:track:3ozVz5TabkIiWtDZi3sFEQ,2016-10-21,193133,13,0.561,0.0276,0.7609999999999999,0.000563,0.317,-4.975,0.0329,92.97399999999999,4,1
6252,Sweet Design,This Is Acting (Deluxe Edition),Sia,spotify:track:4fwK2xmXemXvrlk98TQzmO,2016-10-21,145600,10,0.7759999999999999,0.0243,0.935,0.0169,0.267,-2.0140000000000002,0.18600000000000003,103.994,4,1
6253,Broken Glass,This Is Acting (Deluxe Edition),Sia,spotify:track:2B47qCaFeymR3H0YTIGqZY,2016-10-21,264986,12,0.406,0.0129,0.9179999999999999,0.064,0.12,-2.8110000000000004,0.067,153.99200000000002,4,2
6254,Space Between,This Is Acting (Deluxe Edition),Sia,spotify:track:2Tn713hLvr2OHApK7O982h,2016-10-21,288093,10,0.179,0.672,0.501,0.00108,0.0943,-7.159,0.0388,170.99900000000002,4,0
6255,Cheap Thrills,This Is Acting (Deluxe Edition),Sia,spotify:track:3RuzRqM9SyDI3AZ4IOR7zo,2016-10-21,224493,17,0.6,0.0625,0.784,2.66e-06,0.126,-4.926,0.19899999999999998,89.948,4,1
6256,The Greatest,This Is Acting (Deluxe Edition),Sia,spotify:track:4VDTkFh8TdpfB7qmy9a3c2,2016-10-21,210226,21,0.664,0.0108,0.726,0.00049,0.0558,-6.132000000000001,0.268,192.023,4,2
6257,Confetti,This Is Acting (Deluxe Edition),Sia,spotify:track:6uadqTjetIN4RDOdPbipz1,2016-10-21,246173,13,0.40399999999999997,0.275,0.7090000000000001,5.38e-06,0.11199999999999999,-3.452,0.0462,80.492,4,1
6258,Move Your Body - Alan Walker Remix,This Is Acting (Deluxe Edition),Sia,spotify:track:1eL0tLbdpx9nBqnTzI9qGg,2016-10-21,217906,13,0.636,0.0846,0.7879999999999999,0.0007769999999999999,0.391,-4.907,0.0878,128.02700000000002,4,1
6259,Midnight Decisions,This Is Acting (Deluxe Edition),Sia,spotify:track:3EgyYUA9r8nLVq4dKyMYY0,2016-10-21,222973,11,0.589,0.0698,0.6579999999999999,0.0001,0.21100000000000002,-4.499,0.0299,112.359,4,1
6260,Jesus Wept,This Is Acting (Deluxe Edition),Sia,spotify:track:4XqMTDnIiuMH6WAxBtHUyj,2016-10-21,329373,9,0.222,0.853,0.27699999999999997,0.0521,0.2,-8.833,0.0342,113.6,4,0
6261,The Greatest,This Is Acting (Deluxe Edition),Sia,spotify:track:6ZEl3e2bF0jUAhuXqC4bgo,2016-10-21,210920,18,0.64,0.0164,0.79,0.00123,0.0511,-6.17,0.177,192.141,4,2
6262,Bird Set Free,This Is Acting (Deluxe Edition),Sia,spotify:track:4RDNU93GCtYV5d6ZmjPuu0,2016-10-21,252440,28,0.43799999999999994,0.0115,0.805,0.000667,0.133,-4.284,0.0728,150.174,4,2
6263,Alive,This Is Acting (Deluxe Edition),Sia,spotify:track:5KdBt4yzWFmKebSJkms1RR,2016-10-21,263520,32,0.508,0.254,0.762,0.000122,0.10800000000000001,-4.217,0.0489,99.963,4,1
6264,One Million Bullets,This Is Acting (Deluxe Edition),Sia,spotify:track:7dU4WU1QCk1QSFevYoRmy4,2016-10-21,252066,20,0.365,0.102,0.7170000000000001,0.0,0.467,-4.113,0.0521,171.827,4,2
6265,Move Your Body,This Is Acting (Deluxe Edition),Sia,spotify:track:2w4TMAxzdIATAkRqNgBQ9k,2016-10-21,247213,34,0.617,0.00117,0.8420000000000001,0.261,0.131,-4.062,0.034,127.955,4,1
6266,Unstoppable,This Is Acting (Deluxe Edition),Sia,spotify:track:3UgitG8cFRV04cWsimmTL8,2016-10-21,217746,31,0.46799999999999997,0.11199999999999999,0.779,0.000373,0.10099999999999999,-4.8389999999999995,0.0779,173.799,4,2
6267,Cheap Thrills,This Is Acting (Deluxe Edition),Sia,spotify:track:66o2ltN5P2xFiSrj0UFwtG,2016-10-21,211666,32,0.628,0.0472,0.698,0.00143,0.0907,-5.608,0.105,89.976,4,1
6268,Reaper,This Is Acting (Deluxe Edition),Sia,spotify:track:3LaneIWRzH4LejH3fsMqGk,2016-10-21,219773,28,0.5670000000000001,0.0355,0.773,0.00011,0.0901,-3.344,0.0451,82.947,4,1
6269,House On Fire,This Is Acting (Deluxe Edition),Sia,spotify:track:2kitreuUxUe01670L2iGMf,2016-10-21,241120,22,0.523,0.000425,0.782,0.106,0.135,-6.01,0.054000000000000006,179.967,4,2
6270,Footprints,This Is Acting (Deluxe Edition),Sia,spotify:track:1v41gBxn1Ye5C0gfOjjCXz,2016-10-21,193133,20,0.557,0.027000000000000003,0.759,0.0006259999999999999,0.318,-4.986000000000001,0.0346,92.986,4,1
6271,Sweet Design,This Is Acting (Deluxe Edition),Sia,spotify:track:7bdVdsPgpAPGZSWIzrPeDw,2016-10-21,145600,16,0.779,0.0236,0.934,0.0177,0.271,-2.0269999999999997,0.18899999999999997,103.98200000000001,4,1
6272,Broken Glass,This Is Acting (Deluxe Edition),Sia,spotify:track:4xDhgg0bsF70EwDlxFsoyM,2016-10-21,264986,19,0.406,0.0128,0.917,0.0571,0.12,-2.812,0.0662,154.033,4,2
6273,Space Between,This Is Acting (Deluxe Edition),Sia,spotify:track:2hij2w448c3KZVnDjzW2A3,2016-10-21,288093,17,0.23800000000000002,0.6759999999999999,0.501,0.0011099999999999999,0.0946,-7.147,0.0359,101.479,5,0
6274,Cheap Thrills,This Is Acting (Deluxe Edition),Sia,spotify:track:3517jYP4wlIr2BPZuEsr3K,2016-10-21,224493,39,0.5920000000000001,0.0599,0.7879999999999999,2.54e-06,0.125,-4.9239999999999995,0.201,89.949,4,1
6275,The Greatest,This Is Acting (Deluxe Edition),Sia,spotify:track:7kCTrqzvmQGtYkD4cM9RHD,2016-10-21,210226,53,0.6679999999999999,0.0102,0.725,0.000479,0.0561,-6.127000000000001,0.266,191.94400000000002,4,2
6276,Confetti,This Is Acting (Deluxe Edition),Sia,spotify:track:2RC2NNJBRi1W72kSC3bKoU,2016-10-21,246173,23,0.408,0.26899999999999996,0.711,4.41e-06,0.111,-3.455,0.0462,80.389,4,1
6277,Move Your Body - Alan Walker Remix,This Is Acting (Deluxe Edition),Sia,spotify:track:6J9oF9m15tOYUv66yOjghf,2016-10-21,217906,39,0.636,0.0834,0.789,0.0008960000000000001,0.391,-4.905,0.0892,128.028,4,1
6278,Midnight Decisions,This Is Acting (Deluxe Edition),Sia,spotify:track:0EWxn4ss1eon5gdTitsnLW,2016-10-21,222973,21,0.591,0.0673,0.6579999999999999,7.03e-05,0.21100000000000002,-4.492,0.0299,112.36,4,1
6279,Jesus Wept,This Is Acting (Deluxe Edition),Sia,spotify:track:5klBp0li5mgPtLZbLlJ3Fu,2016-10-21,329373,17,0.282,0.8540000000000001,0.28300000000000003,0.0608,0.23199999999999998,-8.866,0.0316,112.366,4,0
6280,The Greatest,This Is Acting (Deluxe Edition),Sia,spotify:track:4VcmwsJTnbO8Q9ABYnNAiE,2016-10-21,210920,40,0.639,0.0174,0.785,0.00107,0.0512,-6.167000000000001,0.174,191.95,4,2
6281,Bird Set Free,This Is Acting,Sia,spotify:track:1LsH71NteRF29VdSkXoF4Y,2016-02-18,252440,51,0.43799999999999994,0.0115,0.805,0.000667,0.133,-4.284,0.0728,150.174,4,2
6282,Alive,This Is Acting,Sia,spotify:track:0OW1M1qshZQ6x4KRqingyz,2016-02-18,263520,51,0.508,0.254,0.762,0.000122,0.10800000000000001,-4.217,0.0489,99.963,4,1
6283,One Million Bullets,This Is Acting,Sia,spotify:track:6yuDA4JVS99KXSgjfniAnR,2016-02-18,252066,38,0.365,0.102,0.7170000000000001,0.0,0.467,-4.113,0.0521,171.827,4,2
6284,Move Your Body,This Is Acting,Sia,spotify:track:7jbIwfAQn5n8Pray78dGQp,2016-02-18,247213,44,0.617,0.00117,0.8420000000000001,0.261,0.131,-4.062,0.034,127.955,4,1
6285,Unstoppable,This Is Acting,Sia,spotify:track:059ACLUOyEcdruA2m9f2jd,2016-02-18,217746,63,0.46799999999999997,0.11199999999999999,0.779,0.000373,0.10099999999999999,-4.8389999999999995,0.0779,173.799,4,2
6286,Cheap Thrills,This Is Acting,Sia,spotify:track:7BPw9h8vCIX94N0rjFU12S,2016-02-18,211666,61,0.628,0.0472,0.698,0.00143,0.0907,-5.608,0.105,89.976,4,1
6287,Reaper,This Is Acting,Sia,spotify:track:4rM7BRLRq2AFd8z0Y9M7Nn,2016-02-18,219773,39,0.5670000000000001,0.0355,0.773,0.00011,0.0901,-3.344,0.0451,82.947,4,1
6288,House On Fire,This Is Acting,Sia,spotify:track:02TYBtNZUMzPiysA1wieqO,2016-02-18,241120,41,0.523,0.000425,0.782,0.106,0.135,-6.01,0.054000000000000006,179.967,4,2
6289,Footprints,This Is Acting,Sia,spotify:track:7IFlyEVvE4FFrsQ5FW2Stg,2016-02-18,193133,37,0.557,0.027000000000000003,0.759,0.0006259999999999999,0.318,-4.986000000000001,0.0346,92.986,4,1
6290,Sweet Design,This Is Acting,Sia,spotify:track:4mL6cZxeJz03zFjamavcrQ,2016-02-18,145600,33,0.779,0.0236,0.934,0.0177,0.271,-2.0269999999999997,0.18899999999999997,103.98200000000001,4,1
6291,Broken Glass,This Is Acting,Sia,spotify:track:1V53FAB3MTA3nzqyiVX2cY,2016-02-18,264986,37,0.406,0.0128,0.917,0.0571,0.12,-2.812,0.0662,154.033,4,2
6292,Space Between,This Is Acting,Sia,spotify:track:6iROnPbHAR4YqIJ5L6n9wy,2016-02-18,287773,35,0.23800000000000002,0.6759999999999999,0.501,0.0011099999999999999,0.096,-7.147,0.0359,101.479,5,0
6293,Cheap Thrills (feat. Sean Paul),This Is Acting,Sia,spotify:track:378iszndTZAR4dH8kwsLC6,2016-02-18,224813,63,0.5920000000000001,0.0561,0.8,2.01e-06,0.0775,-4.931,0.215,89.97200000000001,4,1
6294,Bird Set Free,This Is Acting (Japan Version),Sia,spotify:track:1CMLJu6XZlP1Up7jKB1glB,2016-02-03,252440,6,0.43799999999999994,0.0115,0.805,0.000667,0.133,-4.284,0.0728,150.174,4,2
6295,Alive,This Is Acting (Japan Version),Sia,spotify:track:1BbiuR9KaqKKZ0RROCptjY,2016-02-03,263520,13,0.508,0.254,0.762,0.000122,0.10800000000000001,-4.217,0.0489,99.963,4,1
6296,One Million Bullets,This Is Acting (Japan Version),Sia,spotify:track:5sWkGEczPuHvCpvrvvUir4,2016-02-03,252066,4,0.365,0.102,0.7170000000000001,0.0,0.467,-4.113,0.0521,171.827,4,2
6297,Move Your Body,This Is Acting (Japan Version),Sia,spotify:track:2TFk0beXFxl5STeuOK3WFi,2016-02-03,247213,7,0.617,0.00117,0.8420000000000001,0.261,0.131,-4.062,0.034,127.955,4,1
6298,Unstoppable,This Is Acting (Japan Version),Sia,spotify:track:2NvtBQAaNugZl5mRrbg6OM,2016-02-03,217746,5,0.46799999999999997,0.11199999999999999,0.779,0.000373,0.10099999999999999,-4.8389999999999995,0.0779,173.799,4,2
6299,Cheap Thrills,This Is Acting (Japan Version),Sia,spotify:track:2Tq9lQtGHq0A7cxsVUmDi2,2016-02-03,211666,10,0.628,0.0472,0.698,0.00143,0.0907,-5.608,0.105,89.976,4,1
6300,Reaper,This Is Acting (Japan Version),Sia,spotify:track:0KPRsBn0LmbCJ2RNR46FlO,2016-02-03,219773,5,0.5670000000000001,0.0355,0.773,0.00011,0.0901,-3.344,0.0451,82.947,4,1
6301,House On Fire,This Is Acting (Japan Version),Sia,spotify:track:7AGmVjImI0a7lTIK0l3vqb,2016-02-03,241120,4,0.523,0.000425,0.782,0.106,0.135,-6.01,0.054000000000000006,179.967,4,2
6302,Footprints,This Is Acting (Japan Version),Sia,spotify:track:1bP3JC07I2cUcPFAOZFXpf,2016-02-03,193133,3,0.557,0.027000000000000003,0.759,0.0006259999999999999,0.318,-4.986000000000001,0.0346,92.986,4,1
6303,Sweet Design,This Is Acting (Japan Version),Sia,spotify:track:4ja8kmZf157nKAlQ8FdCky,2016-02-03,145600,3,0.779,0.0236,0.934,0.0177,0.271,-2.0269999999999997,0.18899999999999997,103.98200000000001,4,1
6304,Broken Glass,This Is Acting (Japan Version),Sia,spotify:track:5MQmn4eckOsJWuKnQKpg0o,2016-02-03,264986,4,0.406,0.0128,0.917,0.0571,0.12,-2.812,0.0662,154.033,4,2
6305,Space Between,This Is Acting (Japan Version),Sia,spotify:track:7vh25fjxpdo39hWaWmmiSa,2016-02-03,287773,3,0.23800000000000002,0.6759999999999999,0.501,0.0011099999999999999,0.096,-7.147,0.0359,101.479,5,0
6306,Alive - AFSHeeN Remix,This Is Acting (Japan Version),Sia,spotify:track:38w5ePtVBWGfNOGKfSAJev,2016-02-03,196360,5,0.4,0.102,0.8079999999999999,0.001,0.14400000000000002,-3.8930000000000002,0.114,179.885,3,2
6307,Alive - Boehm Remix,This Is Acting (Japan Version),Sia,spotify:track:3pcVPEU7kNpwajToz5AAXJ,2016-02-03,230346,7,0.607,0.0883,0.672,0.000412,0.0759,-5.194,0.0328,100.01899999999999,4,1
6308,Alive - Cahill Mix,This Is Acting (Japan Version),Sia,spotify:track:6lBjHlH1nyraKuhe55f4vU,2016-02-03,379813,3,0.45399999999999996,0.00135,0.765,0.598,0.0322,-5.008,0.0804,122.836,4,4
6309,Bird Set Free,This Is Acting,Sia,spotify:track:44p0C72gL2FbjWbzkUFfTf,2016-01-29,252440,59,0.43799999999999994,0.0115,0.805,0.000667,0.133,-4.284,0.0728,150.174,4,2
6310,Alive,This Is Acting,Sia,spotify:track:4E3afPSY5fUEelQS9ppL0e,2016-01-29,263520,61,0.508,0.254,0.762,0.000122,0.10800000000000001,-4.217,0.0489,99.963,4,1
6311,One Million Bullets,This Is Acting,Sia,spotify:track:2U6UYzS1pzLrEKgycOn3Tv,2016-01-29,252066,36,0.365,0.102,0.7170000000000001,0.0,0.467,-4.113,0.0521,171.827,4,2
6312,Move Your Body,This Is Acting,Sia,spotify:track:1ZxDfdEIqo2EqoRWgzLtv3,2016-01-29,247213,40,0.617,0.00117,0.8420000000000001,0.261,0.131,-4.062,0.034,127.955,4,1
6313,Unstoppable,This Is Acting,Sia,spotify:track:2J2Z1SkXYghSajLibnQHOa,2016-01-29,217746,65,0.46799999999999997,0.11199999999999999,0.779,0.000373,0.10099999999999999,-4.8389999999999995,0.0779,173.799,4,2
6314,Cheap Thrills,This Is Acting,Sia,spotify:track:27SdWb2rFzO6GWiYDBTD9j,2016-01-29,211666,77,0.628,0.0472,0.698,0.00143,0.0907,-5.608,0.105,89.976,4,1
6315,Reaper,This Is Acting,Sia,spotify:track:1usLCyaUZ2y0uoPmKj1uYo,2016-01-29,219773,37,0.5670000000000001,0.0355,0.773,0.00011,0.0901,-3.344,0.0451,82.947,4,1
6316,House On Fire,This Is Acting,Sia,spotify:track:1fiKURoz6s2OXZhMkhF488,2016-01-29,241120,37,0.523,0.000425,0.782,0.106,0.135,-6.01,0.054000000000000006,179.967,4,2
6317,Footprints,This Is Acting,Sia,spotify:track:3FRwUvm669IOURF8TXqLum,2016-01-29,193133,34,0.557,0.027000000000000003,0.759,0.0006259999999999999,0.318,-4.986000000000001,0.0346,92.986,4,1
6318,Sweet Design,This Is Acting,Sia,spotify:track:5B5sLwwW45tLXW2CYzK8QC,2016-01-29,145600,29,0.779,0.0236,0.934,0.0177,0.271,-2.0269999999999997,0.18899999999999997,103.98200000000001,4,1
6319,Broken Glass,This Is Acting,Sia,spotify:track:3I7UKOrmf1mgXLKvzSiaHH,2016-01-29,264986,34,0.406,0.0128,0.917,0.0571,0.12,-2.812,0.0662,154.033,4,2
6320,Space Between,This Is Acting,Sia,spotify:track:3yA8BYEl4VsS2IqyaL6Mt6,2016-01-29,287773,31,0.23800000000000002,0.6759999999999999,0.501,0.0011099999999999999,0.096,-7.147,0.0359,101.479,5,0
